伍佰,#genre#
怒放的生命,http://em.21dtv.com/songs/60032788.mkv
怒放的生命(演唱会),http://em.21dtv.com/songs/60032787.mkv
你高兴就好,http://em.21dtv.com/songs/60153316.mkv
那个雨天那个路口,http://em.21dtv.com/songs/60086714.mkv
奈何,http://em.21dtv.com/songs/60101450.mkv
你还在我歌里,http://em.21dtv.com/songs/60147093.mkv
你快乐所以我快乐,http://em.21dtv.com/songs/60031874.mkv
那年我五岁,http://em.21dtv.com/songs/60146481.mkv
女人鞋,http://em.21dtv.com/songs/60032968.mkv
你是我心爱的姑娘,http://em.21dtv.com/songs/60032169.mkv
你少在那边,http://em.21dtv.com/songs/60145166.mkv
你喜欢不如我喜欢,http://em.21dtv.com/songs/60032346.mkv
那夜,http://em.21dtv.com/songs/60030799.mkv
你走你的路,http://em.21dtv.com/songs/60128161.mkv
你走你的路(演唱会),http://em.21dtv.com/songs/60128161.mkv
你在我心中,http://em.21dtv.com/songs/60032479.mkv
你在终点等我,http://em.21dtv.com/songs/60127209.mkv
On and On,http://em.21dtv.com/songs/60114568.mkv
平凡最浪漫,http://em.21dtv.com/songs/60033607.mkv
扑火,http://em.21dtv.com/songs/60033689.mkv
贫瘠之歌(演唱会),http://em.21dtv.com/songs/60094201.mkv
破碎的歌谣,http://em.21dtv.com/songs/60102461.mkv
普通DISCO,http://em.21dtv.com/songs/60151331.mkv
情变,http://em.21dtv.com/songs/60091741.mkv
青春(演唱会),http://em.21dtv.com/songs/60034657.mkv
琴岛之恋,http://em.21dtv.com/songs/60091594.mkv
清风徐来,http://em.21dtv.com/songs/60114693.mkv
情歌里的你,http://em.21dtv.com/songs/60155584.mkv
气候风,http://em.21dtv.com/songs/60088321.mkv
情诫,http://em.21dtv.com/songs/60035050.mkv
情诫(演唱会),http://em.21dtv.com/songs/60035049.mkv
情留哈达铺,http://em.21dtv.com/songs/60169380.mkv
千年故里,http://em.21dtv.com/songs/60167500.mkv
轻轻吻,http://em.21dtv.com/songs/60157580.mkv
去无方向,http://em.21dtv.com/songs/60102445.mkv
情雪,http://em.21dtv.com/songs/60035400.mkv
情心不变,http://em.21dtv.com/songs/60091743.mkv
情已灭,http://em.21dtv.com/songs/60091742.mkv
千言万语(演唱会),http://em.21dtv.com/songs/60034172.mkv
棋子,http://em.21dtv.com/songs/60033986.mkv
如风,http://em.21dtv.com/songs/60036736.mkv
如风(演唱会),http://em.21dtv.com/songs/60036735.mkv
如果风不再吹,http://em.21dtv.com/songs/60102450.mkv
如果你是假的,http://em.21dtv.com/songs/60092999.mkv
如果你也会想起我,http://em.21dtv.com/songs/60131657.mkv
任何故事,http://em.21dtv.com/songs/60091736.mkv
人间,http://em.21dtv.com/songs/60036328.mkv
如你所愿,http://em.21dtv.com/songs/60037024.mkv
若你忘了初心,http://em.21dtv.com/songs/60155585.mkv
若你真爱我,http://em.21dtv.com/songs/60037107.mkv
软弱,http://em.21dtv.com/songs/60103473.mkv
仍是旧句子,http://em.21dtv.com/songs/60036596.mkv
让我们在一起,http://em.21dtv.com/songs/60085639.mkv
让我送你花一朵,http://em.21dtv.com/songs/60069750.mkv
容易受伤的女人,http://em.21dtv.com/songs/60036697.mkv
容易受伤的女人(国语),http://vodcdn.video.taobao.com/oss/ali-video/84722d96b62883dafdcc154afbf0bb03/video.m3u8
容易受伤的女人(演唱会),http://em.21dtv.com/songs/60036694.mkv
容易受伤的女人(粤语),http://vodcdn.video.taobao.com/oss/ali-video/ed5aed790e002b229c9a8870e900f985/video.m3u8
时代的标记+一起摇摆+河流+春天里+存在,http://em.21dtv.com/songs/60150816.mkv
山的那一边,http://em.21dtv.com/songs/60131919.mkv
十二月的泪,http://em.21dtv.com/songs/60038942.mkv
时光倒流,http://em.21dtv.com/songs/60039099.mkv
神魂颠倒,http://em.21dtv.com/songs/60038451.mkv
色诫,http://em.21dtv.com/songs/60037407.mkv
时间仍然继续在走,http://em.21dtv.com/songs/60090463.mkv
生来孤独,http://em.21dtv.com/songs/60100911.mkv
生来彷徨,http://em.21dtv.com/songs/60081998.mkv
碎梦,http://em.21dtv.com/songs/60037409.mkv
什么也不知道(演唱会),http://em.21dtv.com/songs/60038432.mkv
生命中的一天,http://em.21dtv.com/songs/60038594.mkv
丧失,http://em.21dtv.com/songs/60039688.mkv
傻傻的,http://em.21dtv.com/songs/60037545.mkv
summer of love,http://em.21dtv.com/songs/60005339.mkv
守望麦田,http://em.21dtv.com/songs/60039693.mkv
三五朋友约一下,http://em.21dtv.com/songs/60154490.mkv
睡醒,http://em.21dtv.com/songs/60040296.mkv
收信快乐,http://em.21dtv.com/songs/60039603.mkv
誓言,http://em.21dtv.com/songs/60039575.mkv
所有人都在玩手机+夜猫,http://em.21dtv.com/songs/60152504.mkv
颂英雄,http://em.21dtv.com/songs/60040713.mkv
深夜一个人,http://em.21dtv.com/songs/60093002.mkv
试着了解,http://em.21dtv.com/songs/60039375.mkv
推翻,http://em.21dtv.com/songs/60041547.mkv
听风的歌,http://em.21dtv.com/songs/60042530.mkv
铁罐咖啡,http://em.21dtv.com/songs/60042476.mkv
天空,http://em.21dtv.com/songs/60041879.mkv
天空(演唱会),http://em.21dtv.com/songs/60041874.mkv
天使,http://em.21dtv.com/songs/60042027.mkv
天使(演唱会),http://em.21dtv.com/songs/60042021.mkv
天使的心,http://em.21dtv.com/songs/60091739.mkv
天上人间,http://em.21dtv.com/songs/60086872.mkv
她往月亮走,http://em.21dtv.com/songs/60041166.mkv
天与地,http://em.21dtv.com/songs/60042289.mkv
天与地(演唱会),http://em.21dtv.com/songs/60042286.mkv
天之涯,http://em.21dtv.com/songs/60042327.mkv
晚安北京(演唱会),http://em.21dtv.com/songs/60043208.mkv
我爱你生活,http://em.21dtv.com/songs/60101415.mkv
我爱你中国,http://em.21dtv.com/songs/60155072.mkv
我爱上你的时候,http://em.21dtv.com/songs/60148252.mkv
我不是你的回忆,http://em.21dtv.com/songs/60129391.mkv
无常,http://em.21dtv.com/songs/60047070.mkv
无处安放,http://em.21dtv.com/songs/60151330.mkv
我的爱,http://em.21dtv.com/songs/60095206.mkv
我的路,http://em.21dtv.com/songs/60086916.mkv
我当你空气,http://em.21dtv.com/songs/60164508.mkv
忘掉你像忘掉我,http://em.21dtv.com/songs/60043517.mkv
无非是爱,http://em.21dtv.com/songs/60047117.mkv
为非作歹(演唱会),http://em.21dtv.com/songs/60043852.mkv
温歌华悲伤一号,http://em.21dtv.com/songs/60044325.mkv
我会在这儿等你,http://em.21dtv.com/songs/60091592.mkv
玩具,http://em.21dtv.com/songs/60093003.mkv
我记得你眼里的依恋,http://em.21dtv.com/songs/60045624.mkv
无家可归的人,http://em.21dtv.com/songs/60105209.mkv
忘了我,http://em.21dtv.com/songs/60153543.mkv
我们不是永远都那么勇敢,http://em.21dtv.com/songs/60045779.mkv
我们不要伤心了,http://em.21dtv.com/songs/60045780.mkv
我们的爱情,http://em.21dtv.com/songs/60065085.mkv
我们的梦,http://em.21dtv.com/songs/60045816.mkv
无名之辈,http://em.21dtv.com/songs/60098550.mkv
我们之间,http://em.21dtv.com/songs/60045978.mkv
为你付出为我伤,http://em.21dtv.com/songs/60043974.mkv
无奈那天(演唱会),http://em.21dtv.com/songs/60047277.mkv
我如此爱你,http://em.21dtv.com/songs/60066420.mkv
为什么爱上他,http://em.21dtv.com/songs/60044062.mkv
我是真的需要你,http://em.21dtv.com/songs/60091593.mkv
旺旺叫,http://em.21dtv.com/songs/60097014.mkv
我为你,http://em.21dtv.com/songs/60046304.mkv
无问西东,http://em.21dtv.com/songs/60151076.mkv
我夏流,http://em.21dtv.com/songs/60113558.mkv
我也不想这样,http://em.21dtv.com/songs/60046611.mkv
我愿意,http://em.21dtv.com/songs/60046752.mkv
我真的需要你,http://em.21dtv.com/songs/60046874.mkv
无主之城,http://em.21dtv.com/songs/60102454.mkv
我在长大,http://em.21dtv.com/songs/60102453.mkv
相爱的运气,http://em.21dtv.com/songs/60048599.mkv
醒不来,http://em.21dtv.com/songs/60051173.mkv
新不了情,http://em.21dtv.com/songs/60050794.mkv
小聪明,http://em.21dtv.com/songs/60049528.mkv
兄弟多谢,http://em.21dtv.com/songs/60105264.mkv
兄弟记住,http://em.21dtv.com/songs/60153317.mkv
新房客,http://em.21dtv.com/songs/60050824.mkv
心非所属,http://em.21dtv.com/songs/60050229.mkv
像个孩子,http://em.21dtv.com/songs/60078663.mkv
心经(演唱会),http://em.21dtv.com/songs/60050315.mkv
心惊胆战,http://em.21dtv.com/songs/60050317.mkv
旋木,http://em.21dtv.com/songs/60155583.mkv
寻梦园(演唱会),http://em.21dtv.com/songs/60065297.mkv
像梦一样自由,http://em.21dtv.com/songs/60049389.mkv
小鸟,http://em.21dtv.com/songs/60051649.mkv
小鸟(演唱会),http://em.21dtv.com/songs/60049679.mkv
香奈儿,http://em.21dtv.com/songs/60048933.mkv
想念真好,http://em.21dtv.com/songs/60094200.mkv
夏天的秘密,http://em.21dtv.com/songs/60154860.mkv
心太野,http://em.21dtv.com/songs/60103472.mkv
笑忘书,http://em.21dtv.com/songs/60049956.mkv
谢谢,http://em.21dtv.com/songs/60124193.mkv
眩晕,http://em.21dtv.com/songs/60102460.mkv
向阳花,http://em.21dtv.com/songs/60066465.mkv
信仰在空中飘扬(演唱会),http://em.21dtv.com/songs/60051024.mkv
下坠,http://em.21dtv.com/songs/60151896.mkv
箱子(演唱会),http://em.21dtv.com/songs/60048964.mkv
笑着哭(演唱会),http://em.21dtv.com/songs/60049973.mkv
雪中莲,http://em.21dtv.com/songs/60051777.mkv
愿,http://em.21dtv.com/songs/60051936.mkv
一半,http://em.21dtv.com/songs/60052159.mkv
硬币(演唱会),http://em.21dtv.com/songs/60054559.mkv
一半天,http://em.21dtv.com/songs/60091734.mkv
一百万吨的信念(演唱会),http://em.21dtv.com/songs/60084339.mkv
邮差,http://em.21dtv.com/songs/60054975.mkv
约定,http://em.21dtv.com/songs/60056248.mkv
愿得你的心,http://em.21dtv.com/songs/60132727.mkv
勇敢的心,http://em.21dtv.com/songs/60054835.mkv
一个小心愿,http://em.21dtv.com/songs/60091733.mkv
以后,http://em.21dtv.com/songs/60052576.mkv
萤火虫,http://em.21dtv.com/songs/60054520.mkv
永恒火焰,http://em.21dtv.com/songs/60054646.mkv
约翰跑路,http://em.21dtv.com/songs/60056258.mkv
诱惑我(演唱会),http://em.21dtv.com/songs/60055490.mkv
演技,http://em.21dtv.com/songs/60052109.mkv
又见炊烟,http://em.21dtv.com/songs/60055435.mkv
又见炊烟(演唱会),http://em.21dtv.com/songs/60055432.mkv
又见秋菊黄,http://em.21dtv.com/songs/60132726.mkv
又继续等,http://em.21dtv.com/songs/60055429.mkv
幽兰操,http://em.21dtv.com/songs/60054962.mkv
月亮公园,http://em.21dtv.com/songs/60056405.mkv
眼泪和吻,http://em.21dtv.com/songs/60093004.mkv
怡麟情思,http://em.21dtv.com/songs/60149376.mkv
原来我们都是爱着的,http://em.21dtv.com/songs/60068957.mkv
原谅自己,http://em.21dtv.com/songs/60056010.mkv
一念,http://em.21dtv.com/songs/60167317.mkv
一切都会流走,http://em.21dtv.com/songs/60101413.mkv
一切如新,http://em.21dtv.com/songs/60053442.mkv
一起摇摆,http://em.21dtv.com/songs/60087048.mkv
一人分饰两角(演唱会),http://em.21dtv.com/songs/60053470.mkv
一瞬间,http://em.21dtv.com/songs/60114642.mkv
雨天的回忆,http://em.21dtv.com/songs/60143648.mkv
英雄,http://em.21dtv.com/songs/60054419.mkv
游戏的终点,http://em.21dtv.com/songs/60055023.mkv
英雄赞歌,http://em.21dtv.com/songs/60096410.mkv
永远的感动,http://em.21dtv.com/songs/60065385.mkv
有意思吗,http://em.21dtv.com/songs/60102455.mkv
影子,http://em.21dtv.com/songs/60052706.mkv
夜照亮了夜,http://em.21dtv.com/songs/60052704.mkv
长安街上,http://em.21dtv.com/songs/60102468.mkv
只爱陌生人,http://em.21dtv.com/songs/60058385.mkv
早安女士,http://em.21dtv.com/songs/60101417.mkv
再不去爱,http://em.21dtv.com/songs/60092998.mkv
忠诚,http://em.21dtv.com/songs/60079658.mkv
这城市,http://em.21dtv.com/songs/60164935.mkv
重叠,http://em.21dtv.com/songs/60121855.mkv
知道不知道,http://em.21dtv.com/songs/60058655.mkv
直到永远,http://em.21dtv.com/songs/60058728.mkv
绽放(演唱会),http://em.21dtv.com/songs/60057527.mkv
这感觉怎么样,http://em.21dtv.com/songs/60098552.mkv
最后一次我见到你,http://em.21dtv.com/songs/60101418.mkv
再见二十世纪,http://em.21dtv.com/songs/60102444.mkv
再见蒲公英(演唱会),http://em.21dtv.com/songs/60128162.mkv
再见青春,http://em.21dtv.com/songs/60065448.mkv
再见萤火虫,http://em.21dtv.com/songs/60056919.mkv
知己知彼,http://em.21dtv.com/songs/60058668.mkv
自己照顾自己,http://em.21dtv.com/songs/60059710.mkv
着了火,http://em.21dtv.com/songs/60057958.mkv
执迷不悔,http://em.21dtv.com/songs/60058708.mkv
执迷不悔(演唱会),http://em.21dtv.com/songs/60058705.mkv
致青春,http://em.21dtv.com/songs/60079640.mkv
这天,http://em.21dtv.com/songs/60057859.mkv
这些那些,http://em.21dtv.com/songs/60057871.mkv
再也没有,http://em.21dtv.com/songs/60153062.mkv
只愿为你守着约(演唱会),http://em.21dtv.com/songs/60058626.mkv
只有我自己,http://em.21dtv.com/songs/60088319.mkv
这样也好,http://em.21dtv.com/songs/60057897.mkv
在雨中,http://em.21dtv.com/songs/60057202.mkv
在雨中(演唱会),http://em.21dtv.com/songs/60057200.mkv
站在月球看地球,http://em.21dtv.com/songs/60163895.mkv

王杰,#genre#
17岁女生的温柔 我是女生,http://em.21dtv.com/songs/60125294.mkv
爱被风吹过,http://em.21dtv.com/songs/60006948.mkv
爱不起,http://em.21dtv.com/songs/60169247.mkv
爱不在了,http://em.21dtv.com/songs/60007041.mkv
爱唱歌的草原,http://em.21dtv.com/songs/60117770.mkv
爱得深(无原唱),http://em.21dtv.com/songs/60092987.mkv
爱得太多,http://em.21dtv.com/songs/60007150.mkv
安妮,http://em.21dtv.com/songs/60009321.mkv
爱情变奏曲,http://em.21dtv.com/songs/60008108.mkv
爱情的快乐,http://em.21dtv.com/songs/60119830.mkv
爱情杀手,http://em.21dtv.com/songs/60008369.mkv
爱情杀手(演唱会),http://em.21dtv.com/songs/60008367.mkv
爱是风帆,http://em.21dtv.com/songs/60149377.mkv
爱太累心太累,http://em.21dtv.com/songs/60130608.mkv
爱太深,http://em.21dtv.com/songs/60008860.mkv
爱无言,http://em.21dtv.com/songs/60008965.mkv
爱在身边,http://em.21dtv.com/songs/60150109.mkv
baby im your man,http://em.21dtv.com/songs/60000404.mkv
爸爸妈妈,http://em.21dtv.com/songs/60104166.mkv
不必再躲,http://em.21dtv.com/songs/60011006.mkv
be cool,http://em.21dtv.com/songs/60000468.mkv
宝贵,http://em.21dtv.com/songs/60082005.mkv
不孤单,http://em.21dtv.com/songs/60011111.mkv
别了疯子,http://em.21dtv.com/songs/60010617.mkv
不浪漫罪名,http://em.21dtv.com/songs/60011216.mkv
冰冷长街,http://em.21dtv.com/songs/60010832.mkv
别让明天的太阳离开我,http://em.21dtv.com/songs/60010648.mkv
别说爱情有多美,http://em.21dtv.com/songs/60121954.mkv
悲伤礼物,http://em.21dtv.com/songs/60081180.mkv
冰吻,http://em.21dtv.com/songs/60010853.mkv
不要从我的眼中离开我,http://em.21dtv.com/songs/60090086.mkv
不要管我,http://em.21dtv.com/songs/60091705.mkv
不要在背后呼唤我,http://em.21dtv.com/songs/60088295.mkv
不再拥有,http://em.21dtv.com/songs/60011762.mkv
从今开始,http://em.21dtv.com/songs/60013516.mkv
从来没爱过,http://em.21dtv.com/songs/60013537.mkv
沉默暴风,http://em.21dtv.com/songs/60012505.mkv
出门在外,http://em.21dtv.com/songs/60108385.mkv
承诺,http://em.21dtv.com/songs/60082006.mkv
刺情,http://em.21dtv.com/songs/60125931.mkv
唱情歌的人,http://em.21dtv.com/songs/60103476.mkv
脆弱,http://em.21dtv.com/songs/60088298.mkv
痴心无悔,http://em.21dtv.com/songs/60166868.mkv
草原风中国梦,http://em.21dtv.com/songs/60151337.mkv
彩云我爱你,http://em.21dtv.com/songs/60162309.mkv
蝶,http://em.21dtv.com/songs/60165891.mkv
读爱,http://em.21dtv.com/songs/60100072.mkv
懂得,http://em.21dtv.com/songs/60015631.mkv
等的太久,http://em.21dtv.com/songs/60098655.mkv
惦记这一些,http://em.21dtv.com/songs/60015363.mkv
等你开口把我留下来,http://em.21dtv.com/songs/60015002.mkv
多少柔情多少泪,http://em.21dtv.com/songs/60095325.mkv
大约在冬季,http://em.21dtv.com/songs/60014224.mkv
飞蛾扑火,http://em.21dtv.com/songs/60016799.mkv
风华绝代,http://em.21dtv.com/songs/60152698.mkv
疯狂(无原唱),http://em.21dtv.com/songs/60017544.mkv
父亲,http://em.21dtv.com/songs/60017723.mkv
风轻轻吹,http://em.21dtv.com/songs/60017352.mkv
风去云不回,http://em.21dtv.com/songs/60138536.mkv
枫思秋月,http://em.21dtv.com/songs/60101356.mkv
分手时不哭泣,http://em.21dtv.com/songs/60017109.mkv
封锁我一生,http://em.21dtv.com/songs/60017542.mkv
封锁我一生(演唱会),http://em.21dtv.com/songs/60017541.mkv
分心,http://em.21dtv.com/songs/60017142.mkv
飞越梦想,http://em.21dtv.com/songs/60075339.mkv
风雨斜阳,http://em.21dtv.com/songs/60017430.mkv
歌唱我亲爱的祖国,http://em.21dtv.com/songs/60018370.mkv
感觉,http://em.21dtv.com/songs/60082007.mkv
港口,http://em.21dtv.com/songs/60130609.mkv
感情没有对或错,http://em.21dtv.com/songs/60104323.mkv
故事的角色,http://em.21dtv.com/songs/60019034.mkv
故事的角色(演唱会),http://em.21dtv.com/songs/60019033.mkv
孤山宏翔,http://em.21dtv.com/songs/60135570.mkv
隔条街的距离,http://em.21dtv.com/songs/60018438.mkv
跟往事干杯,http://em.21dtv.com/songs/60018628.mkv
孤星,http://em.21dtv.com/songs/60018922.mkv
孤鹰,http://em.21dtv.com/songs/60018931.mkv
happy,http://em.21dtv.com/songs/60002099.mkv
花边,http://em.21dtv.com/songs/60021310.mkv
何必西天万里遥,http://em.21dtv.com/songs/60126706.mkv
红尘情劫,http://em.21dtv.com/songs/60106144.mkv
红尘有你,http://em.21dtv.com/songs/60020782.mkv
hello(演唱会),http://em.21dtv.com/songs/60002188.mkv
红粉,http://em.21dtv.com/songs/60020834.mkv
后悔没有原谅你,http://em.21dtv.com/songs/60146563.mkv
海海人生(演唱会),http://em.21dtv.com/songs/60069442.mkv
回家,http://em.21dtv.com/songs/60022110.mkv
火箭兵的梦,http://em.21dtv.com/songs/60022439.mkv
很快乐,http://em.21dtv.com/songs/60118198.mkv
婚礼,http://em.21dtv.com/songs/60100316.mkv
红鸾记,http://em.21dtv.com/songs/60020894.mkv
好男儿,http://em.21dtv.com/songs/60111266.mkv
回首梦已远,http://em.21dtv.com/songs/60075921.mkv
红太狼,http://em.21dtv.com/songs/60151358.mkv
火吻,http://em.21dtv.com/songs/60022467.mkv
何谓情深,http://em.21dtv.com/songs/60020401.mkv
回忆,http://em.21dtv.com/songs/60022241.mkv
i love you love me,http://em.21dtv.com/songs/60084722.mkv
戒不掉的想念,http://em.21dtv.com/songs/60091724.mkv
戒不掉的想停念(演唱会),http://em.21dtv.com/songs/60023695.mkv
基层公仆情,http://em.21dtv.com/songs/60106143.mkv
街灯,http://em.21dtv.com/songs/60023578.mkv
几分伤心几分痴,http://em.21dtv.com/songs/60022652.mkv
几分伤心几分痴(演唱会),http://em.21dtv.com/songs/60022649.mkv
距离,http://em.21dtv.com/songs/60148234.mkv
寂寞旅行,http://em.21dtv.com/songs/60100070.mkv
寂寞人行道,http://em.21dtv.com/songs/60022920.mkv
江南恋曲,http://em.21dtv.com/songs/60100327.mkv
经曲爱情传奇,http://em.21dtv.com/songs/60024198.mkv
激情中国,http://em.21dtv.com/songs/60143760.mkv
江山多娇,http://em.21dtv.com/songs/60130596.mkv
聚少离别多,http://em.21dtv.com/songs/60024753.mkv
今生无悔,http://em.21dtv.com/songs/60023804.mkv
今生无悔(演唱会),http://em.21dtv.com/songs/60023803.mkv
家太远了,http://em.21dtv.com/songs/60023015.mkv
将心照亮,http://em.21dtv.com/songs/60089417.mkv
际遇,http://em.21dtv.com/songs/60022744.mkv
家有老照片,http://em.21dtv.com/songs/60132744.mkv
酒醉酒醒(演唱会),http://em.21dtv.com/songs/60024494.mkv
可能(演唱会),http://em.21dtv.com/songs/60025329.mkv
困砂,http://em.21dtv.com/songs/60025009.mkv
苦涩的浪漫,http://em.21dtv.com/songs/60148826.mkv
路,http://em.21dtv.com/songs/60027920.mkv
恋爱三部曲之前奏,http://em.21dtv.com/songs/60027037.mkv
灵魂有罪,http://em.21dtv.com/songs/60027420.mkv
离开你是我的错,http://em.21dtv.com/songs/60109541.mkv
流浪的温柔,http://em.21dtv.com/songs/60082009.mkv
流浪的心,http://em.21dtv.com/songs/60027650.mkv
来龙去脉,http://em.21dtv.com/songs/60134010.mkv
浪漫惊喜,http://em.21dtv.com/songs/60076325.mkv
龙鸣狮吼,http://em.21dtv.com/songs/60132745.mkv
六盘水是个好地方,http://em.21dtv.com/songs/60132721.mkv
来生等待,http://em.21dtv.com/songs/60091711.mkv
来生再续缘,http://em.21dtv.com/songs/60026003.mkv
恋味,http://em.21dtv.com/songs/60027144.mkv
泪影背后,http://em.21dtv.com/songs/60026554.mkv
梅花三弄,http://em.21dtv.com/songs/60028984.mkv
梅花三弄之红尘故事,http://em.21dtv.com/songs/60028986.mkv
美丽中国,http://em.21dtv.com/songs/60086704.mkv
明日我是谁(无原唱),http://em.21dtv.com/songs/60092984.mkv
明天,http://em.21dtv.com/songs/60030170.mkv
明天就回家,http://em.21dtv.com/songs/60123019.mkv
梦土上,http://em.21dtv.com/songs/60029650.mkv
没有爱哪有恨,http://em.21dtv.com/songs/60028770.mkv
门与窗,http://em.21dtv.com/songs/60127203.mkv
没有你的日子,http://em.21dtv.com/songs/60083363.mkv
没有你我依然可以,http://em.21dtv.com/songs/60113866.mkv
没有烟抽的日子,http://em.21dtv.com/songs/60028901.mkv
梦与游戏之间,http://em.21dtv.com/songs/60029747.mkv
明知痛苦,http://em.21dtv.com/songs/60092985.mkv
梦在无梦的夜里,http://em.21dtv.com/songs/60029757.mkv
你把我灌醉,http://em.21dtv.com/songs/60031430.mkv
那段血泪汗的日子,http://em.21dtv.com/songs/60030689.mkv
你的眼泪是你说不出的苦,http://em.21dtv.com/songs/60100069.mkv
女儿情,http://em.21dtv.com/songs/60032845.mkv
怒海孤鸿,http://em.21dtv.com/songs/60032789.mkv
你还没爱过我,http://em.21dtv.com/songs/60031742.mkv
你们,http://em.21dtv.com/songs/60031912.mkv
念念不忘,http://em.21dtv.com/songs/60077008.mkv
你其实现在和我一样,http://em.21dtv.com/songs/60031946.mkv
男人简单就好,http://em.21dtv.com/songs/60030984.mkv
你让世界从此不同,http://em.21dtv.com/songs/60031953.mkv
女人心,http://em.21dtv.com/songs/60032978.mkv
你是不是对我无所谓,http://em.21dtv.com/songs/60100326.mkv
那时候,http://em.21dtv.com/songs/60127202.mkv
你是你我是我(无原唱),http://em.21dtv.com/songs/60032035.mkv
你是我的幸福,http://em.21dtv.com/songs/60100068.mkv
你是我心底的疼,http://em.21dtv.com/songs/60107916.mkv
你是我最真的故事,http://em.21dtv.com/songs/60092980.mkv
难以割舍的缘,http://em.21dtv.com/songs/60121955.mkv
Only You,http://em.21dtv.com/songs/60122575.mkv
盼哥,http://em.21dtv.com/songs/60033147.mkv
扑啦啦飞,http://em.21dtv.com/songs/60033692.mkv
飘流物语,http://em.21dtv.com/songs/60033493.mkv
泡沫情感,http://em.21dtv.com/songs/60092986.mkv
陪你一起飞,http://em.21dtv.com/songs/60155509.mkv
抛弃,http://em.21dtv.com/songs/60033193.mkv
盼望,http://em.21dtv.com/songs/60033166.mkv
陪我做梦,http://em.21dtv.com/songs/60033271.mkv
朋友别哭,http://em.21dtv.com/songs/60033321.mkv
亲爱的,http://em.21dtv.com/songs/60034475.mkv
亲爱的宝贝,http://em.21dtv.com/songs/60106145.mkv
前程锦绣(演唱会),http://em.21dtv.com/songs/60034271.mkv
青春岁月,http://em.21dtv.com/songs/60094217.mkv
期待,http://em.21dtv.com/songs/60033827.mkv
情却,http://em.21dtv.com/songs/60035158.mkv
情情爱爱,http://em.21dtv.com/songs/60035157.mkv
祈愿,http://em.21dtv.com/songs/60092982.mkv
情愿不自由,http://em.21dtv.com/songs/60035448.mkv
情已经失去了,http://em.21dtv.com/songs/60091708.mkv
仍爱听谎话,http://em.21dtv.com/songs/60036570.mkv
人的一生,http://em.21dtv.com/songs/60124249.mkv
如果你真的在乎我,http://em.21dtv.com/songs/60036895.mkv
如何相信这是梦,http://em.21dtv.com/songs/60037011.mkv
让我永远爱你,http://em.21dtv.com/songs/60036188.mkv
若要人不知,http://em.21dtv.com/songs/60037123.mkv
人在风雨中(演唱会),http://em.21dtv.com/songs/60036479.mkv
人在江湖走,http://em.21dtv.com/songs/60036485.mkv
谁,http://em.21dtv.com/songs/60098187.mkv
舍不得让你走(无原唱),http://em.21dtv.com/songs/60038223.mkv
谁绑架了谁,http://em.21dtv.com/songs/60129421.mkv
是不是爱情来过,http://em.21dtv.com/songs/60039389.mkv
失败者,http://em.21dtv.com/songs/60168103.mkv
时差,http://em.21dtv.com/songs/60039083.mkv
失宠的娃娃,http://em.21dtv.com/songs/60038712.mkv
谁动了你的裙子,http://em.21dtv.com/songs/60118199.mkv
上帝也哭泣,http://em.21dtv.com/songs/60038015.mkv
是否爱,http://em.21dtv.com/songs/60091710.mkv
随风飘散,http://em.21dtv.com/songs/60081181.mkv
是否我真的一无所有,http://em.21dtv.com/songs/60039429.mkv
傻瓜爱上天使,http://em.21dtv.com/songs/60061555.mkv
说谎的爱人,http://vodcdn.video.taobao.com/oss/ali-video/c018ec304eb6566b56d7f0b85c77b473/video.m3u8
说谎的爱人(演唱会),http://em.21dtv.com/songs/60040384.mkv
生活就是这样子,http://em.21dtv.com/songs/60112857.mkv
宿命的风,http://em.21dtv.com/songs/60051512.mkv
谁明浪子心(演唱会),http://em.21dtv.com/songs/60040028.mkv
谁能丢掉伤心,http://em.21dtv.com/songs/60088299.mkv
思念的晚上,http://em.21dtv.com/songs/60077743.mkv
是你是你是你,http://em.21dtv.com/songs/60039472.mkv
失去,http://em.21dtv.com/songs/60038818.mkv
深深爱,http://em.21dtv.com/songs/60100071.mkv
世上没有后悔药,http://em.21dtv.com/songs/60143759.mkv
说声珍重,http://em.21dtv.com/songs/60040419.mkv
苏醒,http://em.21dtv.com/songs/60037839.mkv
伤心1999,http://em.21dtv.com/songs/60037842.mkv
伤心1999(演唱会),http://em.21dtv.com/songs/60037841.mkv
疏远,http://em.21dtv.com/songs/60040879.mkv
手足情深,http://em.21dtv.com/songs/60039664.mkv
谁在夜里想起我,http://em.21dtv.com/songs/60085740.mkv
逃,http://em.21dtv.com/songs/60041049.mkv
天才白痴往日情,http://em.21dtv.com/songs/60041759.mkv
她的背影,http://em.21dtv.com/songs/60041145.mkv
Te Quiero,http://em.21dtv.com/songs/60168877.mkv
腾飞的巨龙,http://em.21dtv.com/songs/60061623.mkv
退烧,http://em.21dtv.com/songs/60042986.mkv
天山碧玉,http://em.21dtv.com/songs/60100067.mkv
桃树林下又见兰草初叶,http://em.21dtv.com/songs/60137919.mkv
天生我材必有用,http://em.21dtv.com/songs/60123018.mkv
我,http://em.21dtv.com/songs/60044533.mkv
为爱流过泪,http://em.21dtv.com/songs/60043815.mkv
为爱流浪,http://em.21dtv.com/songs/60043817.mkv
我爱你,http://em.21dtv.com/songs/60044614.mkv
