李玉刚,#genre#
赶走心里的鬼,http://em.21dtv.com/songs/60091423.mkv
好春宵(演唱会),http://em.21dtv.com/songs/60019977.mkv
回到原来,http://em.21dtv.com/songs/60022098.mkv
活该,http://em.21dtv.com/songs/60022102.mkv
黄昏,http://em.21dtv.com/songs/60021176.mkv
火火的歌谣,http://em.21dtv.com/songs/60022436.mkv
好久不见,http://em.21dtv.com/songs/60123665.mkv
幻觉动物,http://em.21dtv.com/songs/60168274.mkv
回家对着你妈妈(演唱会),http://em.21dtv.com/songs/60022122.mkv
好聚好散,http://em.21dtv.com/songs/60020070.mkv
海阔天空,http://em.21dtv.com/songs/60116049.mkv
海阔天空(演唱会),http://em.21dtv.com/songs/60075644.mkv
哈罗感觉(演唱会),http://em.21dtv.com/songs/60019557.mkv
好人有限,http://em.21dtv.com/songs/60092898.mkv
灰色(演唱会),http://em.21dtv.com/songs/60022032.mkv
还是不要说抱歉,http://em.21dtv.com/songs/60019603.mkv
灰色的逃脱,http://em.21dtv.com/songs/60091453.mkv
化身孤岛的鲸,http://em.21dtv.com/songs/60109443.mkv
红色高跟鞋,http://em.21dtv.com/songs/60151058.mkv
灰色化妆,http://em.21dtv.com/songs/60022043.mkv
花眼泪,http://em.21dtv.com/songs/60099327.mkv
花之色(演唱会),http://em.21dtv.com/songs/60021556.mkv
讲多错多(演唱会),http://em.21dtv.com/songs/60023415.mkv
给等最久的人(演唱会),http://em.21dtv.com/songs/60018478.mkv
决绝,http://em.21dtv.com/songs/60024784.mkv
决绝(演唱会),http://em.21dtv.com/songs/60024783.mkv
就连想念都无力,http://em.21dtv.com/songs/60129253.mkv
寂寞独白,http://em.21dtv.com/songs/60091421.mkv
寂寞的独白,http://em.21dtv.com/songs/60022838.mkv
寂寞流星群,http://em.21dtv.com/songs/60022902.mkv
寂寞流星群(演唱会),http://em.21dtv.com/songs/60022900.mkv
寂寞拥挤,http://em.21dtv.com/songs/60070792.mkv
江南渡口,http://em.21dtv.com/songs/60157372.mkv
给你自己,http://em.21dtv.com/songs/60091456.mkv
激情(演唱会),http://em.21dtv.com/songs/60022539.mkv
假如让你吻下去,http://em.21dtv.com/songs/60023111.mkv
今生难得有情人,http://em.21dtv.com/songs/60023793.mkv
决心,http://em.21dtv.com/songs/60024791.mkv
决心(演唱会),http://em.21dtv.com/songs/60024788.mkv
尽在不言中+花之色(演唱会),http://em.21dtv.com/songs/60024144.mkv
哭,http://em.21dtv.com/songs/60025542.mkv
哭(新版),http://em.21dtv.com/songs/60096577.mkv
哭(演唱会),http://em.21dtv.com/songs/60025539.mkv
克卜勒,http://em.21dtv.com/songs/60132615.mkv
烤串兄弟,http://em.21dtv.com/songs/60166009.mkv
靠近你温暖我,http://em.21dtv.com/songs/60025200.mkv
靠近你温柔的我,http://em.21dtv.com/songs/60088088.mkv
苦恋,http://em.21dtv.com/songs/60025630.mkv
咖喱咖喱,http://em.21dtv.com/songs/60143153.mkv
铿锵玫瑰,http://em.21dtv.com/songs/60025417.mkv
枯荣,http://em.21dtv.com/songs/60061336.mkv
哭砂,http://em.21dtv.com/songs/60025581.mkv
可知我想他,http://em.21dtv.com/songs/60025360.mkv
零(演唱会),http://em.21dtv.com/songs/60027445.mkv
恋爱疯狂,http://em.21dtv.com/songs/60091452.mkv
Leslie Forever,http://em.21dtv.com/songs/60135423.mkv
let go,http://em.21dtv.com/songs/60003322.mkv
流非飞,http://em.21dtv.com/songs/60110290.mkv
锣鼓,http://em.21dtv.com/songs/60147469.mkv
路过爱情,http://em.21dtv.com/songs/60083319.mkv
两个人的路(无原唱),http://em.21dtv.com/songs/60027245.mkv
两个人一个梦一颗心,http://em.21dtv.com/songs/60027261.mkv
梨花又开放,http://em.21dtv.com/songs/60026817.mkv
龙卷风(演唱会),http://em.21dtv.com/songs/60027829.mkv
离开,http://em.21dtv.com/songs/60026713.mkv
离开那个不爱你的人,http://em.21dtv.com/songs/60026737.mkv
蓝莲花,http://em.21dtv.com/songs/60133873.mkv
蓝莲花+不必在乎我是谁+多得他+无心睡眠,http://em.21dtv.com/songs/60150810.mkv
浪漫故事,http://em.21dtv.com/songs/60026237.mkv
love tonight,http://em.21dtv.com/songs/60073559.mkv
路是寂寞,http://em.21dtv.com/songs/60092930.mkv
绿水清风,http://em.21dtv.com/songs/60092873.mkv
聆听(演唱会),http://em.21dtv.com/songs/60027440.mkv
领悟(演唱会),http://em.21dtv.com/songs/60027476.mkv
理由,http://em.21dtv.com/songs/60026898.mkv
恋之火(演唱会),http://em.21dtv.com/songs/60027159.mkv
面对面,http://em.21dtv.com/songs/60030026.mkv
默读伤悲,http://em.21dtv.com/songs/60030459.mkv
玫瑰香,http://em.21dtv.com/songs/60028959.mkv
玫瑰香(演唱会),http://em.21dtv.com/songs/60083352.mkv
魅惑,http://em.21dtv.com/songs/60168271.mkv
没结果(演唱会),http://em.21dtv.com/songs/60028717.mkv
没结果之后,http://em.21dtv.com/songs/60156409.mkv
迷乱,http://em.21dtv.com/songs/60029899.mkv
梦了(演唱会),http://em.21dtv.com/songs/60029582.mkv
美丽的心情,http://em.21dtv.com/songs/60029239.mkv
某某,http://em.21dtv.com/songs/60030104.mkv
迷失,http://em.21dtv.com/songs/60029918.mkv
明天是否爱我,http://em.21dtv.com/songs/60030208.mkv
冒险,http://em.21dtv.com/songs/60106016.mkv
明星(演唱会),http://em.21dtv.com/songs/60083425.mkv
梦醒时分(演唱会),http://em.21dtv.com/songs/60029718.mkv
梦醒心也碎,http://em.21dtv.com/songs/60029728.mkv
没有发生的爱情,http://em.21dtv.com/songs/60028781.mkv
没有发生的爱情(演唱会),http://em.21dtv.com/songs/60028780.mkv
某一个终点,http://em.21dtv.com/songs/60030503.mkv
每一个早上,http://em.21dtv.com/songs/60029091.mkv
没有你还是爱你(演唱会),http://em.21dtv.com/songs/60028831.mkv
没有人抽烟,http://em.21dtv.com/songs/60028866.mkv
命运是否这样,http://em.21dtv.com/songs/60030304.mkv
梦中人,http://em.21dtv.com/songs/60029817.mkv
蔓珠莎华,http://em.21dtv.com/songs/60097471.mkv
蔓珠莎华(演唱会),http://em.21dtv.com/songs/60083342.mkv
你不要为他掉眼泪,http://em.21dtv.com/songs/60091424.mkv
你的梦我不懂(无原唱),http://em.21dtv.com/songs/60031585.mkv
难道你不爱我吗,http://em.21dtv.com/songs/60117822.mkv
南方的风,http://em.21dtv.com/songs/60031092.mkv
你歌我歌,http://em.21dtv.com/songs/60031712.mkv
你会渐明白,http://em.21dtv.com/songs/60031808.mkv
你好吗,http://em.21dtv.com/songs/60031772.mkv
你给我的爱不是爱,http://em.21dtv.com/songs/60031718.mkv
你给我的喜怒哀乐,http://em.21dtv.com/songs/60031722.mkv
你给我的喜怒哀乐(演唱会),http://em.21dtv.com/songs/60083509.mkv
哪里的天空不下雨,http://em.21dtv.com/songs/60030664.mkv
你令我性感(演唱会),http://em.21dtv.com/songs/60031901.mkv
你你你为了爱情,http://em.21dtv.com/songs/60168002.mkv
南屏晚钟,http://em.21dtv.com/songs/60031134.mkv
你是飘啊飘着的云(演唱会),http://em.21dtv.com/songs/60032038.mkv
你是我的男人(演唱会),http://em.21dtv.com/songs/60032095.mkv
你是我拒绝别人的理由,http://em.21dtv.com/songs/60129250.mkv
你为了爱情,http://em.21dtv.com/songs/60032299.mkv
难忘您(演唱会),http://em.21dtv.com/songs/60031278.mkv
那些花儿,http://em.21dtv.com/songs/60149588.mkv
那些好日子,http://em.21dtv.com/songs/60030790.mkv
那一夜,http://em.21dtv.com/songs/60030833.mkv
你知道我在等你吗,http://em.21dtv.com/songs/60032553.mkv
你怎么说,http://em.21dtv.com/songs/60032508.mkv
你怎么说(演唱会),http://em.21dtv.com/songs/60032506.mkv
only just a dream,http://em.21dtv.com/songs/60004329.mkv
偶然遇上的惊喜,http://em.21dtv.com/songs/60033064.mkv
徘徊在缠绵时分(演唱会),http://em.21dtv.com/songs/60083571.mkv
盼继续爱我,http://em.21dtv.com/songs/60033151.mkv
盼你在此(演唱会),http://em.21dtv.com/songs/60033158.mkv
破晓,http://em.21dtv.com/songs/60088100.mkv
破晓(新版),http://em.21dtv.com/songs/60096775.mkv
破相(演唱会),http://em.21dtv.com/songs/60033675.mkv
情爱(演唱会),http://em.21dtv.com/songs/60034919.mkv
亲爱的我想你了,http://em.21dtv.com/songs/60034550.mkv
情爱火花,http://em.21dtv.com/songs/60034921.mkv
前尘,http://em.21dtv.com/songs/60034267.mkv
前尘(新版),http://em.21dtv.com/songs/60096768.mkv
前尘(演唱会),http://em.21dtv.com/songs/60034266.mkv
青城之恋,http://em.21dtv.com/songs/60034654.mkv
情感的无助,http://em.21dtv.com/songs/60034978.mkv
请喝一杯湖之酒,http://em.21dtv.com/songs/60103357.mkv
奇迹,http://em.21dtv.com/songs/60033943.mkv
情路,http://em.21dtv.com/songs/60035068.mkv
倾慕(演唱会),http://em.21dtv.com/songs/60034844.mkv
欠你的情欠你的意,http://em.21dtv.com/songs/60034344.mkv
情暖情醉情牵,http://em.21dtv.com/songs/60035148.mkv
亲亲如我,http://em.21dtv.com/songs/60034592.mkv
情人的眼泪,http://em.21dtv.com/songs/60035202.mkv
情人的眼泪(演唱会),http://em.21dtv.com/songs/60035195.mkv
情人玫瑰,http://em.21dtv.com/songs/60035235.mkv
悄然走开,http://em.21dtv.com/songs/60083622.mkv
情深本难解释,http://em.21dtv.com/songs/60035282.mkv
前生梦(演唱会),http://em.21dtv.com/songs/60034289.mkv
恰似你的温柔,http://em.21dtv.com/songs/60034049.mkv
蔷薇之恋,http://em.21dtv.com/songs/60034397.mkv
倾斜(演唱会),http://em.21dtv.com/songs/60034847.mkv
倾斜都市(演唱会),http://em.21dtv.com/songs/60034848.mkv
千禧愿,http://em.21dtv.com/songs/60091448.mkv
秋夜(演唱会),http://em.21dtv.com/songs/60083684.mkv
情长路更长,http://em.21dtv.com/songs/60035465.mkv
让爱人去流浪,http://em.21dtv.com/songs/60036036.mkv
如从来未爱你,http://em.21dtv.com/songs/60036734.mkv
如果爱搁浅,http://em.21dtv.com/songs/60036751.mkv
如果有一天我们分开,http://em.21dtv.com/songs/60072353.mkv
如何爱下去,http://em.21dtv.com/songs/60036995.mkv
人活二十多,http://em.21dtv.com/songs/60036325.mkv
Rivers,http://em.21dtv.com/songs/60168246.mkv
榕树,http://em.21dtv.com/songs/60036698.mkv
若是你真想分开,http://em.21dtv.com/songs/60037112.mkv
Run,http://em.21dtv.com/songs/60132613.mkv
让我一个人走,http://em.21dtv.com/songs/60036184.mkv
日与夜(演唱会),http://em.21dtv.com/songs/60036673.mkv
日子(演唱会),http://em.21dtv.com/songs/60036680.mkv
水,http://em.21dtv.com/songs/60037715.mkv
烧(演唱会),http://em.21dtv.com/songs/60038080.mkv
舍不得说再见,http://em.21dtv.com/songs/60038226.mkv
说得轻易,http://em.21dtv.com/songs/60040364.mkv
seasons of love,http://em.21dtv.com/songs/60004873.mkv
十二座光阴的小城,http://em.21dtv.com/songs/60038950.mkv
时光,http://em.21dtv.com/songs/60129719.mkv
时光进行曲,http://em.21dtv.com/songs/60039108.mkv
三更夜半,http://em.21dtv.com/songs/60037222.mkv
伤痕,http://em.21dtv.com/songs/60037792.mkv
伤痕(双语种),http://em.21dtv.com/songs/60037796.mkv
世界快乐(演唱会),http://em.21dtv.com/songs/60039269.mkv
谁可伴我,http://em.21dtv.com/songs/60039999.mkv
爽快饮一杯,http://em.21dtv.com/songs/60095470.mkv
失恋酒,http://em.21dtv.com/songs/60038753.mkv
生命属于我们,http://em.21dtv.com/songs/60038575.mkv
拾年,http://em.21dtv.com/songs/60110289.mkv
思念的人,http://em.21dtv.com/songs/60095469.mkv
是你违背我,http://em.21dtv.com/songs/60039475.mkv
深情本难解释,http://em.21dtv.com/songs/60038312.mkv
是情非情,http://em.21dtv.com/songs/60039478.mkv
深深爱过,http://em.21dtv.com/songs/60038349.mkv
沙滩,http://em.21dtv.com/songs/60149752.mkv
沙文,http://em.21dtv.com/songs/60167769.mkv
sway(演唱会),http://em.21dtv.com/songs/60082348.mkv
盛夏光年,http://em.21dtv.com/songs/60132618.mkv
水星记,http://em.21dtv.com/songs/60149236.mkv
谁像你好(演唱会),http://em.21dtv.com/songs/60040141.mkv
伤心乌日车站,http://em.21dtv.com/songs/60037957.mkv
岁月流金(演唱会),http://em.21dtv.com/songs/60040976.mkv
谁也没有赢,http://em.21dtv.com/songs/60040152.mkv
属于我,http://em.21dtv.com/songs/60039772.mkv
属于我的,http://em.21dtv.com/songs/60039774.mkv
柿子,http://em.21dtv.com/songs/60038863.mkv
始终一天,http://em.21dtv.com/songs/60039197.mkv
始终一天(演唱会),http://em.21dtv.com/songs/60061586.mkv
天大地大,http://em.21dtv.com/songs/60041778.mkv
天大地大(演唱会),http://em.21dtv.com/songs/60041773.mkv
透过开满鲜花的月亮,http://em.21dtv.com/songs/60042903.mkv
透过开满鲜花的月亮(演唱会),http://em.21dtv.com/songs/60042902.mkv
the way he makes me feel(演唱会),http://em.21dtv.com/songs/60005709.mkv
腾空梦想,http://em.21dtv.com/songs/60102383.mkv
逃离钢筋森林(演唱会),http://em.21dtv.com/songs/60041549.mkv
透明人,http://em.21dtv.com/songs/60042914.mkv
谈情说爱,http://em.21dtv.com/songs/60041447.mkv
听说爱情回来过,http://em.21dtv.com/songs/60042574.mkv
听说爱情回来过(演唱会),http://em.21dtv.com/songs/60042569.mkv
推搪(演唱会),http://em.21dtv.com/songs/60042976.mkv
天衣无缝(演唱会),http://em.21dtv.com/songs/60042273.mkv
太阳系,http://em.21dtv.com/songs/60168275.mkv
太早,http://em.21dtv.com/songs/60041411.mkv
玩伴(演唱会),http://em.21dtv.com/songs/60043158.mkv
我不能忘记你,http://em.21dtv.com/songs/60135424.mkv
我的爱与你无关,http://em.21dtv.com/songs/60099325.mkv
舞动倾斜(演唱会),http://em.21dtv.com/songs/60047773.mkv
我对真心无悔,http://em.21dtv.com/songs/60045408.mkv
无憾(演唱会),http://em.21dtv.com/songs/60047126.mkv
我和春天有个约会,http://em.21dtv.com/songs/60045522.mkv
我和你,http://em.21dtv.com/songs/60045533.mkv
为何他会离开你(演唱会),http://em.21dtv.com/songs/60043884.mkv
问花问路问你,http://em.21dtv.com/songs/60089361.mkv
我好想你,http://em.21dtv.com/songs/60151806.mkv
Within You'll Remain,http://em.21dtv.com/songs/60121819.mkv
我骄傲我是中国人,http://em.21dtv.com/songs/60166116.mkv
万家灯火,http://em.21dtv.com/songs/60043273.mkv
万家灯火(演唱会),http://em.21dtv.com/songs/60083951.mkv
我可以一个人好好过,http://em.21dtv.com/songs/60045691.mkv
无赖,http://em.21dtv.com/songs/60132617.mkv
微凉(演唱会),http://em.21dtv.com/songs/60043764.mkv
完美的离开,http://em.21dtv.com/songs/60043109.mkv
我们在太阳升起的地方,http://em.21dtv.com/songs/60091425.mkv
无奈(演唱会),http://em.21dtv.com/songs/60047256.mkv
为你吃苦我无怨,http://em.21dtv.com/songs/60043954.mkv
蜗牛的独舞,http://em.21dtv.com/songs/60088086.mkv
为你我受冷风吹,http://em.21dtv.com/songs/60043992.mkv
无情恋梦,http://em.21dtv.com/songs/60047360.mkv
无情实验(演唱会),http://em.21dtv.com/songs/60047366.mkv
往事已尘封,http://em.21dtv.com/songs/60091450.mkv
我是中国的孩子,http://em.21dtv.com/songs/60127042.mkv
我为何让你走,http://em.21dtv.com/songs/60092250.mkv
我为你而生,http://em.21dtv.com/songs/60046308.mkv
无言歌,http://em.21dtv.com/songs/60070015.mkv
我要你的爱(演唱会),http://em.21dtv.com/songs/60084093.mkv
我愿意陪你走,http://em.21dtv.com/songs/60046757.mkv
我最亲爱的,http://em.21dtv.com/songs/60132616.mkv
我只想好好爱你,http://em.21dtv.com/songs/60046892.mkv
吻在雨夜,http://em.21dtv.com/songs/60044430.mkv
我坐在这里(演唱会),http://em.21dtv.com/songs/60047006.mkv
新北京新奥运,http://em.21dtv.com/songs/60091427.mkv
心动,http://em.21dtv.com/songs/60050213.mkv
幸福下去,http://em.21dtv.com/songs/60128834.mkv
心甘情愿,http://em.21dtv.com/songs/60050242.mkv
喜欢自由,http://em.21dtv.com/songs/60124162.mkv
心结难解,http://em.21dtv.com/songs/60050313.mkv
戏假情真(演唱会),http://em.21dtv.com/songs/60048198.mkv
向快乐出发(演唱会),http://em.21dtv.com/songs/60049316.mkv
喜乐(新版),http://em.21dtv.com/songs/60096806.mkv
心里探险,http://em.21dtv.com/songs/60050336.mkv
小情歌,http://em.21dtv.com/songs/60078709.mkv
新青年制造,http://em.21dtv.com/songs/60050919.mkv
心软,http://em.21dtv.com/songs/60050454.mkv
相思河畔,http://em.21dtv.com/songs/60048760.mkv
细水长流(演唱会),http://em.21dtv.com/songs/60048225.mkv
心痛的滋味,http://em.21dtv.com/songs/60050615.mkv
纤维,http://em.21dtv.com/songs/60168355.mkv
像雾像雨又像风,http://em.21dtv.com/songs/60049412.mkv
像雾像雨又像风(演唱会),http://em.21dtv.com/songs/60049410.mkv
醒醒,http://em.21dtv.com/songs/60048822.mkv
血腥爱情故事,http://em.21dtv.com/songs/60148340.mkv
消息树,http://em.21dtv.com/songs/60091428.mkv
信仰,http://em.21dtv.com/songs/60051020.mkv
想一个人才会孤单,http://em.21dtv.com/songs/60150888.mkv
下雨天,http://em.21dtv.com/songs/60048347.mkv
相遇太美,http://em.21dtv.com/songs/60129255.mkv
心野夜(演唱会),http://em.21dtv.com/songs/60050662.mkv
休止符,http://em.21dtv.com/songs/60051500.mkv
心在飞翔,http://em.21dtv.com/songs/60091451.mkv
愿,http://em.21dtv.com/songs/60056194.mkv
愿(新版),http://em.21dtv.com/songs/60096586.mkv
愿(演唱会),http://em.21dtv.com/songs/60056191.mkv
与爱长流,http://em.21dtv.com/songs/60055576.mkv
摇摆口红(无原唱),http://em.21dtv.com/songs/60092870.mkv
一辈子背一个你,http://em.21dtv.com/songs/60090000.mkv
一辈子心情(演唱会),http://em.21dtv.com/songs/60052771.mkv
一辈子一个你,http://em.21dtv.com/songs/60089999.mkv
一对,http://em.21dtv.com/songs/60081106.mkv
一等再等,http://em.21dtv.com/songs/60052847.mkv
一分钟都市一分钟恋爱(演唱会),http://em.21dtv.com/songs/60052930.mkv
预感,http://em.21dtv.com/songs/60054820.mkv
一个人,http://em.21dtv.com/songs/60052983.mkv
一个无依的晚上,http://em.21dtv.com/songs/60053113.mkv
野花(演唱会),http://em.21dtv.com/songs/60052468.mkv
诱惑的街,http://em.21dtv.com/songs/60055489.mkv
烟花梦,http://em.21dtv.com/songs/60051954.mkv
一呼一吸,http://em.21dtv.com/songs/60168276.mkv
允乐,http://em.21dtv.com/songs/60056687.mkv
有泪尽情流,http://em.21dtv.com/songs/60055169.mkv
夜来烧,http://em.21dtv.com/songs/60052597.mkv
有了我,http://em.21dtv.com/songs/60055167.mkv
夜来香(演唱会),http://em.21dtv.com/songs/60052602.mkv
原来只喜欢孤单一个,http://em.21dtv.com/songs/60092929.mkv
有你的城市,http://em.21dtv.com/songs/60130444.mkv
因你疯了(演唱会),http://em.21dtv.com/songs/60054202.mkv
因你极难代替,http://em.21dtv.com/songs/60054203.mkv
由你开始,http://em.21dtv.com/songs/60054971.mkv
由你开始(演唱会),http://em.21dtv.com/songs/60054970.mkv
依然(演唱会),http://em.21dtv.com/songs/60053989.mkv
一生别无所求,http://em.21dtv.com/songs/60086122.mkv
一生都送给爱(无原唱),http://em.21dtv.com/songs/60053545.mkv
月色撩人,http://em.21dtv.com/songs/60056492.mkv
夜太黑,http://em.21dtv.com/songs/60052652.mkv
夜太黑(演唱会),http://em.21dtv.com/songs/60052651.mkv
因为明天要说再见,http://em.21dtv.com/songs/60054238.mkv
也许,http://em.21dtv.com/songs/60071405.mkv
用心斗阵行,http://em.21dtv.com/songs/60054909.mkv
夜行人,http://em.21dtv.com/songs/60052573.mkv
永远爱你,http://em.21dtv.com/songs/60054666.mkv
鹰与星,http://em.21dtv.com/songs/60054481.mkv
鹰与星(演唱会),http://em.21dtv.com/songs/60054480.mkv
远走高飞,http://em.21dtv.com/songs/60056174.mkv
影子情人,http://em.21dtv.com/songs/60080222.mkv
再不在乎,http://em.21dtv.com/songs/60056733.mkv
再不在乎(演唱会),http://em.21dtv.com/songs/60056732.mkv
早晨(演唱会),http://em.21dtv.com/songs/60057298.mkv
自掣空间(演唱会),http://em.21dtv.com/songs/60059665.mkv
真的爱我吗,http://em.21dtv.com/songs/60058088.mkv
找到感觉,http://em.21dtv.com/songs/60091426.mkv
真的记得,http://em.21dtv.com/songs/60092871.mkv
真歹势,http://em.21dtv.com/songs/60058077.mkv
纸飞机,http://em.21dtv.com/songs/60058764.mkv
纸飞机(演唱会),http://em.21dtv.com/songs/60058763.mkv
震憾(演唱会),http://em.21dtv.com/songs/60058301.mkv
最好的事,http://em.21dtv.com/songs/60060153.mkv
再见爱人,http://em.21dtv.com/songs/60056833.mkv
再见悲哀,http://em.21dtv.com/songs/60056843.mkv
再见悲哀(演唱会),http://em.21dtv.com/songs/60056842.mkv
长街的一角(演唱会),http://em.21dtv.com/songs/60057588.mkv
芝加哥的故事(演唱会),http://em.21dtv.com/songs/60058631.mkv
只可活一次,http://em.21dtv.com/songs/60058416.mkv
转身,http://em.21dtv.com/songs/60059446.mkv
转身(演唱会),http://em.21dtv.com/songs/60059444.mkv
至少还有你,http://em.21dtv.com/songs/60058815.mkv
再生恋(演唱会),http://em.21dtv.com/songs/60056952.mkv
转新+哭(演唱会),http://em.21dtv.com/songs/60059455.mkv
造星后感,http://em.21dtv.com/songs/60168859.mkv
这些那些,http://em.21dtv.com/songs/60057870.mkv
真想你知道(演唱会),http://em.21dtv.com/songs/60058219.mkv
重遇,http://em.21dtv.com/songs/60059174.mkv
这一生因有了你,http://em.21dtv.com/songs/60091457.mkv
只要珍惜,http://em.21dtv.com/songs/60058552.mkv
走在大街的女子,http://em.21dtv.com/songs/60059973.mkv
走在大街的女子(演唱会),http://em.21dtv.com/songs/60059972.mkv
站在第一排(演唱会),http://em.21dtv.com/songs/60057512.mkv
自制空间,http://em.21dtv.com/songs/60059807.mkv

梁咏琪,#genre#
100分的朋友,http://em.21dtv.com/songs/60099342.mkv
爱的代价,http://em.21dtv.com/songs/60007189.mkv
爱的起,http://em.21dtv.com/songs/60007142.mkv
爱多一点,http://em.21dtv.com/songs/60092893.mkv
爱抚摸你思想,http://em.21dtv.com/songs/60007504.mkv
爱很简单(演唱会),http://em.21dtv.com/songs/60007586.mkv
暗恋也很快乐,http://em.21dtv.com/songs/60088140.mkv
amazing grace,http://em.21dtv.com/songs/60000218.mkv
爱没错,http://em.21dtv.com/songs/60007732.mkv
爱美丽天使,http://em.21dtv.com/songs/60092894.mkv
a moment like this,http://em.21dtv.com/songs/60000061.mkv
amour,http://em.21dtv.com/songs/60000235.mkv
澳门我带你回家,http://em.21dtv.com/songs/60009446.mkv
爱能不能戒,http://em.21dtv.com/songs/60007764.mkv
爱情海,http://em.21dtv.com/songs/60008238.mkv
爱情黑盒子,http://em.21dtv.com/songs/60008248.mkv
爱情i dont know(演唱会),http://em.21dtv.com/songs/60008092.mkv
爱上下雨天,http://em.21dtv.com/songs/60065810.mkv
凹凸(演唱会),http://em.21dtv.com/songs/60009417.mkv
爱喔爱,http://em.21dtv.com/songs/60008875.mkv
爱我别走(演唱会),http://em.21dtv.com/songs/60008887.mkv
爱自己,http://em.21dtv.com/songs/60009271.mkv
爱自己(演唱会),http://em.21dtv.com/songs/60009269.mkv
不必回头,http://em.21dtv.com/songs/60062606.mkv
不跟你走了,http://em.21dtv.com/songs/60082644.mkv
拔河比赛,http://em.21dtv.com/songs/60009529.mkv
搬家,http://em.21dtv.com/songs/60009837.mkv
抱紧你,http://em.21dtv.com/songs/60010060.mkv
北京之夏,http://em.21dtv.com/songs/60010228.mkv
B面第一首,http://em.21dtv.com/songs/60125812.mkv
butterfly kisses,http://em.21dtv.com/songs/60067861.mkv
不想占有,http://em.21dtv.com/songs/60091515.mkv
白蚁,http://em.21dtv.com/songs/60009750.mkv
错过,http://em.21dtv.com/songs/60013662.mkv
彩虹交汇处,http://em.21dtv.com/songs/60092890.mkv
彩虹交江处,http://em.21dtv.com/songs/60011939.mkv
沉迷,http://em.21dtv.com/songs/60012503.mkv
聪明的女人爱情黑盒子,http://em.21dtv.com/songs/60090014.mkv
cover girl,http://em.21dtv.com/songs/60001052.mkv
春逝,http://em.21dtv.com/songs/60013307.mkv
穿上彩虹衣(无原唱),http://em.21dtv.com/songs/60013104.mkv
潮湿的心,http://em.21dtv.com/songs/60012446.mkv
从未到过的地方,http://em.21dtv.com/songs/60169057.mkv
成长的短发,http://em.21dtv.com/songs/60012579.mkv
出走地平线,http://em.21dtv.com/songs/60012984.mkv
出走地平线(演唱会),http://em.21dtv.com/songs/60012983.mkv
得不到的爱,http://em.21dtv.com/songs/60014788.mkv
懂得爱自己,http://em.21dtv.com/songs/60015632.mkv
短发,http://em.21dtv.com/songs/60015890.mkv
短发(演唱会),http://em.21dtv.com/songs/60015889.mkv
帝凡尼早餐,http://em.21dtv.com/songs/60015145.mkv
滴汗(演唱会),http://em.21dtv.com/songs/60015077.mkv
大魔头,http://em.21dtv.com/songs/60014071.mkv
待你差只想你怕,http://em.21dtv.com/songs/60014297.mkv
多少,http://em.21dtv.com/songs/60016189.mkv
当我爱上你,http://em.21dtv.com/songs/60014600.mkv
胆小鬼,http://em.21dtv.com/songs/60014407.mkv
endlessly,http://em.21dtv.com/songs/60063586.mkv
funny face,http://em.21dtv.com/songs/60001823.mkv
funny face(演唱会),http://em.21dtv.com/songs/60001822.mkv
非走不可(演唱会),http://em.21dtv.com/songs/60016952.mkv
g for girl,http://em.21dtv.com/songs/60001827.mkv
g for girl(演唱会),http://em.21dtv.com/songs/60001826.mkv
高妹正传,http://em.21dtv.com/songs/60018212.mkv
高妹正传(演唱会),http://em.21dtv.com/songs/60018211.mkv
归属感,http://em.21dtv.com/songs/60019380.mkv
关于爱,http://em.21dtv.com/songs/60102411.mkv
该怎么爱你,http://em.21dtv.com/songs/60017824.mkv
好不好,http://em.21dtv.com/songs/60019971.mkv
灰姑娘,http://em.21dtv.com/songs/60022023.mkv
灰姑娘(演唱会),http://em.21dtv.com/songs/60022020.mkv
很高兴,http://em.21dtv.com/songs/60020638.mkv
花火,http://em.21dtv.com/songs/60021401.mkv
荷花(演唱会),http://em.21dtv.com/songs/60020463.mkv
黑咖啡,http://em.21dtv.com/songs/60020519.mkv
欢乐今宵,http://em.21dtv.com/songs/60021750.mkv
红棉路上,http://em.21dtv.com/songs/60127125.mkv
花瓶鸡汤,http://em.21dtv.com/songs/60021462.mkv
好时辰,http://em.21dtv.com/songs/60020156.mkv
好时辰(演唱会),http://em.21dtv.com/songs/60020155.mkv
狠心爱我,http://em.21dtv.com/songs/60020685.mkv
回旋木马的终端,http://em.21dtv.com/songs/60022231.mkv
换约,http://em.21dtv.com/songs/60015973.mkv
还在天边(演唱会),http://em.21dtv.com/songs/60019670.mkv
If Only,http://em.21dtv.com/songs/60106190.mkv
ill be loving you,http://em.21dtv.com/songs/60002815.mkv
ill be loving you(演唱会),http://em.21dtv.com/songs/60002814.mkv
its my time,http://em.21dtv.com/songs/60003003.mkv
i understand,http://em.21dtv.com/songs/60002677.mkv
i wish i was,http://em.21dtv.com/songs/60002730.mkv
给大家的情歌,http://em.21dtv.com/songs/60065992.mkv
姐弟恋,http://em.21dtv.com/songs/60097022.mkv
简单生活,http://em.21dtv.com/songs/60023265.mkv
几分钟的约会(演唱会),http://em.21dtv.com/songs/60022654.mkv
进化梦,http://em.21dtv.com/songs/60024155.mkv
紧急的眼泪,http://em.21dtv.com/songs/60024121.mkv
继续爱,http://em.21dtv.com/songs/60022765.mkv
